Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCA17,OUT027,3789.75
FDF10,OUT046,2345.5
FDR26,OUT027,4244.75
FDI02,OUT049,2089.0
NCM54,OUT010,229.0
FDF14,OUT013,2457.25
FDJ33,OUT010,8.25
FDM20,OUT035,3973.5
FDC03,OUT027,4517.75
NCX05,OUT046,1807.5
NCM41,OUT027,3013.75
NCU29,OUT010,668.0
FDQ59,OUT017,1577.75
FDH46,OUT010,322.5
FDH09,OUT013,1013.25
NCD06,OUT045,613.5
FDC15,OUT035,2531.5
DRD37,OUT027,2157.75
FDT28,OUT027,3685.75
FDR28,OUT027,4099.75
FDT38,OUT017,1325.75
FDV34,OUT027,2762.75
FDY52,OUT035,1283.5
FDB34,OUT013,1495.25
DRL23,OUT018,1264.25
DRB24,OUT046,2207.25
FDJ50,OUT046,871.5
FDQ49,OUT035,2809.5
FDP20,OUT035,2143.5
FDV19,OUT027,4101.75
NCR54,OUT045,3064.5
FDO09,OUT010,2141.5
FDS57,OUT018,2008.25
FDN10,OUT049,1909.5
FDV23,OUT049,2153.0
FDY28,OUT049,3608.0
DRG51,OUT013,2712.25
FDD45,OUT019,369.25
NCL18,OUT027,4627.75
NCM29,OUT013,2216.25
FDF17,OUT027,4491.75
FDE22,OUT017,2795.75
FDQ22,OUT017,793.75
FDS01,OUT013,2936.25
FDW35,OUT027,2122.75
FDJ33,OUT046,1963.25
NCF54,OUT035,2717.5
FDE09,OUT013,1980.25
NCE06,OUT045,2488.5
DRH49,OUT049,1384.0
FDY43,OUT045,2800.5
NCT05,OUT017,3989.75
FDZ34,OUT045,3037.5
FDL38,OUT017,1519.75
FDZ31,OUT017,3259.75
FDR14,OUT035,1010.5
NCN54,OUT049,1421.0
NCC42,OUT027,3494.75
FDK08,OUT017,1833.75
FDP59,OUT013,1774.25
FDV22,OUT035,2743.5
FDD33,OUT035,3908.5
DRE60,OUT027,4978.75
FDK52,OUT046,3586.75
FDA02,OUT017,2395.75
FDM56,OUT049,1791.0
FDE57,OUT035,2575.5
FDM32,OUT045,1325.5
NCQ30,OUT027,3467.75
FDQ27,OUT027,3232.75
FDT60,OUT027,3321.75
FDU43,OUT049,3996.5
NCO55,OUT035,1860.5
FDG02,OUT045,2945.5
FDJ28,OUT013,2986.25
FDP40,OUT045,1703.5
FDJ38,OUT045,2978.5
NCC54,OUT017,3729.75
NCZ41,OUT046,2148.75
FDK38,OUT019,509.75
FDU52,OUT013,2503.25
FDC40,OUT046,1218.75
NCR30,OUT017,1343.75
NCN18,OUT017,1915.75
FDB50,OUT035,1491.5
FDG04,OUT013,2953.25
FDR26,OUT035,2931.5
NCT17,OUT018,2592.25
FDX35,OUT027,5106.75
FDS12,OUT046,1996.25
NCZ29,OUT027,3598.75
FDB38,OUT010,789.5
FDP12,OUT013,672.25
FDP22,OUT046,846.25
FDS26,OUT018,3778.25
FDR52,OUT046,3082.0
DRJ13,OUT046,2474.25
FDU48,OUT027,3546.75
FDE29,OUT035,1224.5
NCT29,OUT049,1905.0
DRK37,OUT018,2782.25
FDK55,OUT046,1475.25
FDR07,OUT046,1614.25
FDO21,OUT027,4981.75
FDK46,OUT049,4240.5
FDB12,OUT045,1696.5
FDT31,OUT027,4381.75
FDJ33,OUT045,1903.5
FDC26,OUT027,3225.75
NCQ02,OUT045,3001.5
FDP08,OUT010,1159.25
FDB11,OUT027,5061.75
FDV55,OUT013,2451.25
FDW20,OUT049,2020.0
NCJ18,OUT019,58.25
FDC41,OUT018,930.25
FDE14,OUT027,3285.75
FDG35,OUT013,2834.25
FDF45,OUT035,1169.5
FDS19,OUT027,2788.75
FDS58,OUT019,671.75
FDA26,OUT017,3531.75
FDM32,OUT049,1470.0
FDL45,OUT046,1933.5
FDZ55,OUT049,2752.5
FDY37,OUT049,2572.0
FDO46,OUT046,3007.75
FDQ60,OUT046,1982.5
FDA19,OUT018,1834.25
FDL15,OUT046,2377.5
FDM10,OUT018,3004.25
NCL05,OUT017,955.75
DRK49,OUT010,1149.0
NCE18,OUT027,5411.75
FDG40,OUT049,607.0
DRI59,OUT045,3488.5
FDK28,OUT035,4197.5
NCD06,OUT019,1257.25
FDO11,OUT019,2043.75
FDK27,OUT046,1972.75
FDT43,OUT027,2224.75
FDD38,OUT018,1506.25
FDA16,OUT049,3522.5
FDL14,OUT027,3889.75
NCM17,OUT049,907.0
FDD20,OUT045,1998.5
FDA40,OUT045,1360.5
FDL43,OUT045,1129.5
FDV15,OUT045,1612.5
FDE52,OUT046,1552.0
NCL17,OUT010,490.75
NCJ31,OUT045,3596.5
FDR60,OUT045,1216.5
NCA18,OUT035,1984.5
FDS21,OUT027,2539.75
FDW09,OUT035,1410.5
FDL26,OUT035,2551.5
FDS47,OUT018,1188.25
FDC39,OUT046,3167.25
FDT51,OUT035,1902.5
FDK40,OUT035,4315.5
NCG19,OUT045,3568.5
FDZ07,OUT046,1167.75
FDF08,OUT027,2932.75
FDO04,OUT013,872.25
FDK41,OUT018,1082.25
FDP15,OUT049,4083.0
NCD43,OUT018,1338.25
NCP18,OUT013,2462.25
FDZ51,OUT046,1635.25
DRH13,OUT035,1870.5
FDF38,OUT045,670.5
NCI43,OUT045,521.5
FDM38,OUT027,2316.75
FDS03,OUT013,1115.25
DRJ47,OUT017,2635.75
FDT50,OUT010,505.75
FDV02,OUT046,2699.75
NCG18,OUT017,1717.75
FDW52,OUT046,2565.75
FDS40,OUT035,753.5
FDN31,OUT017,3097.75
FDA37,OUT045,1963.5
FDA15,OUT046,3854.0
FDL39,OUT046,2754.5
FDJ53,OUT045,1798.5
FDX22,OUT013,3440.25
NCZ42,OUT045,3885.5
FDD56,OUT027,4345.75
FDD40,OUT017,3187.75
FDS50,OUT013,3460.25
NCN14,OUT013,2941.25
FDT15,OUT013,2906.25
NCS18,OUT027,3102.75
NCO26,OUT010,31.5
FDF58,OUT018,730.25
NCB19,OUT013,1394.25
FDH26,OUT017,2351.75
DRB24,OUT027,3632.75
FDA49,OUT018,1150.25
FDB32,OUT045,1580.5
FDI36,OUT017,3381.75
NCA17,OUT010,412.0
FDH22,OUT013,1935.25
NCM26,OUT018,2226.25
FDT15,OUT027,4305.75
FDB16,OUT018,1136.25
NCP54,OUT027,3464.75
FDJ36,OUT013,1652.25
FDO28,OUT045,1749.5
FDU09,OUT013,1009.25
FDF29,OUT017,2155.75
FDY08,OUT013,2472.25
DRJ59,OUT018,190.25
FDT23,OUT027,2696.75
FDU15,OUT018,474.25
FDT47,OUT013,1579.25
FDI53,OUT019,809.75
FDR59,OUT018,3978.25
FDD53,OUT035,846.5
FDY51,OUT017,3715.75
FDT04,OUT049,595.5
FDU51,OUT049,2974.0
FDG14,OUT035,2593.5
NCU06,OUT045,3827.5
DRG25,OUT046,3046.5
DRH49,OUT035,1487.5
FDN15,OUT035,2326.5
FDL43,OUT018,912.25
NCT18,OUT049,2877.0
NCB31,OUT013,4098.25
FDK57,OUT035,2090.5
FDY04,OUT019,826.75
NCP54,OUT046,1989.5
FDF41,OUT013,3819.25
FDM01,OUT045,1625.5
FDW03,OUT045,1609.5
FDF28,OUT045,1891.5
FDY37,OUT017,2587.75
FDQ03,OUT017,3947.75
FDP51,OUT027,3371.75
FDJ40,OUT017,1847.75
FDC32,OUT049,1638.0
DRI49,OUT027,2887.75
NCW54,OUT017,901.75
FDF09,OUT017,763.75
FDP45,OUT018,3698.25
DRJ23,OUT018,2522.25
FDS59,OUT017,1963.75
FDY08,OUT046,2402.5
FDX16,OUT049,2432.5
FDY16,OUT018,2810.25
FDK32,OUT035,2708.5
FDQ22,OUT013,765.25
NCC31,OUT018,2072.25
FDG58,OUT049,2525.0
DRF48,OUT013,3040.25
DRH36,OUT049,1266.0
NCR30,OUT035,1411.5
FDB03,OUT019,1886.75
FDZ28,OUT027,3554.75
FDR35,OUT017,3311.75
DRD15,OUT027,5043.75
FDJ33,OUT019,41.75
FDA56,OUT010,40.5
FDP56,OUT046,794.5
NCT30,OUT046,686.0
FDK15,OUT017,1757.75
FDH44,OUT018,2078.25
FDV01,OUT013,2616.25
DRG03,OUT017,2601.75
FDG50,OUT027,2882.75
FDR16,OUT010,1501.75
FDZ60,OUT046,1781.0
DRG03,OUT045,2463.5
FDS56,OUT018,3988.25
FDU33,OUT045,742.5
DRD27,OUT035,1687.5
FDW22,OUT046,3493.0
DRA24,OUT045,2488.5
FDF38,OUT049,811.5
FDX48,OUT013,2557.25
FDS58,OUT018,2350.25
FDC32,OUT046,1532.5
NCQ29,OUT045,4093.5
DRK39,OUT018,1140.25
NCS38,OUT017,1845.75
DRO47,OUT013,2052.25
DRG27,OUT027,2219.75
FDC57,OUT027,4567.75
FDS55,OUT046,2366.75
NCJ06,OUT018,1644.25
FDO01,OUT019,247.75
NCM55,OUT045,2920.5
FDC52,OUT049,2509.5
FDQ15,OUT045,1321.5
NCT30,OUT027,2122.75
NCR42,OUT027,2034.75
FDD28,OUT035,1110.5
FDQ34,OUT049,1794.0
FDZ12,OUT027,3770.75
DRE13,OUT019,540.25
NCN07,OUT019,188.75
FDM28,OUT035,2896.5
FDI10,OUT017,2995.75
FDQ25,OUT013,2884.25
FDA38,OUT010,1807.0
DRI13,OUT049,3678.5
FDY20,OUT027,3113.75
NCZ53,OUT035,3272.5
NCM31,OUT013,2371.25
DRB01,OUT017,2835.75
DRF37,OUT046,4122.25
NCF42,OUT049,2711.5
FDF16,OUT018,2038.25
FDB41,OUT013,906.25
FDR34,OUT013,3723.25
FDR15,OUT018,2312.25
NCV42,OUT019,22.25
FDW51,OUT035,3484.5
FDU36,OUT017,1685.75
FDX60,OUT049,1410.5
FDY03,OUT035,2155.5
FDW55,OUT045,3873.5
FDT01,OUT010,1365.75
FDG58,OUT013,2488.25
FDK21,OUT017,4083.75
NCS41,OUT019,866.75
FDS10,OUT045,2820.5
NCT53,OUT046,2481.0
FDJ28,OUT018,2680.25
FDX44,OUT045,1409.5
FDT20,OUT018,330.25
FDO44,OUT017,1833.75
NCX17,OUT049,3741.0
FDY01,OUT017,2153.75
FDJ12,OUT027,4739.75
DRK35,OUT018,314.25
FDD47,OUT019,795.75
NCM53,OUT035,1941.5
FDO45,OUT013,1441.25
NCM42,OUT010,49.5
FDE04,OUT046,2987.25
NCI30,OUT027,5107.75
FDZ19,OUT013,2917.25
FDW57,OUT013,2818.25
FDA25,OUT013,1750.25
FDT22,OUT046,848.5
FDP51,OUT013,1955.25
FDD48,OUT027,3333.75
FDY39,OUT035,3243.5
FDO48,OUT010,1567.0
FDD23,OUT027,4463.75
DRN35,OUT027,1952.75
FDT01,OUT035,3479.5
FDC20,OUT010,959.5
DRJ35,OUT035,987.5
FDB32,OUT046,1612.0
FDL24,OUT046,2702.5
NCV42,OUT035,2056.5
FDZ46,OUT046,1818.0
FDC15,OUT013,2425.25
FDD08,OUT019,1194.25
FDY50,OUT049,1588.0
FDD36,OUT013,1986.25
FDG57,OUT027,2239.75
FDL21,OUT018,400.25
FDN16,OUT027,3033.75
FDJ09,OUT027,2147.75
FDS01,OUT010,970.5
FDV33,OUT017,4293.75
DRE12,OUT017,1901.75
FDR07,OUT013,1679.25
FDP48,OUT010,989.0
NCB55,OUT035,1041.5
FDQ08,OUT013,1171.25
FDR34,OUT035,3886.5
FDO33,OUT046,1721.0
FDP13,OUT045,602.5
FDX12,OUT049,3979.0
NCT06,OUT049,2632.5
FDR16,OUT019,1502.75
FDE36,OUT046,2783.75
FDZ36,OUT049,3133.0
FDV13,OUT045,1484.5
NCZ17,OUT035,913.5
FDU56,OUT045,2910.5
FDM09,OUT035,2804.5
FDV02,OUT017,2795.75
FDS34,OUT018,1592.25
FDA11,OUT049,1606.5
FDP09,OUT017,3411.75
FDB29,OUT027,3351.75
FDT19,OUT017,2819.75
DRH15,OUT017,781.75
FDY38,OUT046,3782.0
FDF14,OUT027,3867.75
FDN48,OUT010,494.75
FDQ12,OUT013,3732.25
NCJ43,OUT045,2664.5
FDE17,OUT019,649.75
FDB05,OUT035,4093.5
FDH10,OUT045,2903.5
NCR06,OUT017,835.75
FDU32,OUT018,1752.25
FDD56,OUT049,2956.5
FDO36,OUT018,2534.25
FDH16,OUT010,556.75
FDX10,OUT018,390.25
FDZ37,OUT017,1685.75
FDU31,OUT010,1641.0
DRC49,OUT049,2105.5
FDL15,OUT045,2289.5
FDN32,OUT019,997.75
DRH59,OUT027,2511.75
NCU29,OUT049,2674.5
FDR37,OUT019,1164.75
FDS14,OUT018,2166.25
FDU02,OUT027,4971.75
FDJ08,OUT035,3174.5
NCZ06,OUT045,4101.5
FDO31,OUT049,1440.5
FDH31,OUT018,1350.25
FDS58,OUT017,2697.75
NCA53,OUT027,2222.75
FDF50,OUT046,3123.0
NCW42,OUT049,3504.0
NCQ17,OUT045,2449.5
FDK51,OUT018,3882.25
NCW41,OUT010,461.0
NCR29,OUT017,1015.75
FDB08,OUT019,708.75
FDA40,OUT027,2821.75
FDL14,OUT018,2240.25
FDB47,OUT046,3324.5
FDO03,OUT035,3753.5
DRK13,OUT019,1239.75
FDX13,OUT010,2041.75
FDF52,OUT046,2833.75
FDT11,OUT013,3002.25
FDB08,OUT013,2679.25
FDQ28,OUT018,2278.25
FDD29,OUT045,3931.5
NCQ29,OUT027,5602.75
NCO02,OUT013,1109.25
FDR56,OUT010,1277.75
NCM54,OUT049,2206.0
FDP51,OUT035,2031.5
FDT38,OUT013,1242.25
FDZ20,OUT018,3850.25
FDJ53,OUT013,1885.25
FDX13,OUT049,4072.0
FDP58,OUT035,3568.5
NCK31,OUT019,1058.25
FDA35,OUT018,1728.25
FDV37,OUT018,2994.25
NCO07,OUT027,4830.75
FDA20,OUT045,2918.5
FDZ59,OUT035,2925.5
NCY17,OUT017,935.75
FDQ28,OUT035,2655.5
FDV35,OUT017,2611.75
FDQ36,OUT013,706.25
FDD34,OUT018,2370.25
FDK51,OUT045,4076.5
FDV31,OUT035,3002.5
FDR04,OUT035,1711.5
FDR14,OUT049,945.0
DRC36,OUT010,650.0
FDE39,OUT019,74.75
FDP57,OUT049,1729.0
FDE57,OUT046,2416.0
NCN18,OUT046,1803.25
NCQ05,OUT018,2184.25
FDW47,OUT035,2033.5
FDV46,OUT035,2399.5
NCP29,OUT045,965.5
FDE09,OUT018,1684.25
NCU06,OUT027,5317.75
FDT19,OUT010,775.25
DRF15,OUT017,2515.75
DRI51,OUT013,2885.25
NCX54,OUT013,1701.25
DRE01,OUT013,3796.25
NCB07,OUT045,2982.5
FDU50,OUT035,1975.5
FDG40,OUT035,662.5
FDW10,OUT018,2452.25
FDX51,OUT013,3199.25
NCP17,OUT045,994.5
FDP21,OUT035,3134.5
FDL04,OUT045,1497.5
FDV23,OUT013,2064.25
FDF24,OUT046,1330.0
FDH56,OUT027,3265.75
FDB51,OUT049,1093.5
FDI58,OUT027,3149.75
FDR20,OUT013,958.25
FDC51,OUT018,1698.25
FDB16,OUT027,2824.75
FDE40,OUT049,1181.5
NCM17,OUT035,962.5
FDU56,OUT035,3150.5
FDS32,OUT019,427.75
FDX02,OUT049,3581.0
FDT39,OUT027,3837.75
FDE35,OUT017,1215.75
NCI42,OUT019,1179.75
DRL23,OUT046,1522.75
FDA10,OUT046,1910.0
FDA11,OUT013,1562.25
NCM06,OUT046,2558.25
NCT05,OUT035,4084.5
NCQ02,OUT010,1123.25
NCY06,OUT049,2296.5
FDY56,OUT035,3920.5
FDL02,OUT035,1816.5
NCI06,OUT035,2740.5
FDQ14,OUT045,2297.5
FDQ12,OUT017,3749.75
FDP36,OUT046,792.5
FDK21,OUT027,5444.75
FDO40,OUT045,2200.5
NCK54,OUT019,9.75
FDY09,OUT018,2682.25
NCW30,OUT049,4105.0
NCC55,OUT027,1911.75
FDE58,OUT018,1744.25
FDR39,OUT013,3008.25
FDU28,OUT049,3090.5
FDH08,OUT017,3665.75
FDG35,OUT045,2724.5
FDG22,OUT049,695.0
FDC34,OUT035,2667.5
FDP15,OUT018,3718.25
FDK34,OUT010,1899.75
FDU45,OUT035,2083.5
FDQ04,OUT027,2128.75
FDX22,OUT018,3122.25
FDB45,OUT017,1875.75
NCH43,OUT027,4577.75
DRE60,OUT046,3485.0
FDD17,OUT027,5179.75
NCM54,OUT017,2245.75
NCH55,OUT013,1797.25
NCT06,OUT017,2621.75
FDA48,OUT027,4898.75
FDY58,OUT027,5181.75
FDO25,OUT045,3221.5
FDN50,OUT045,1487.5
FDH35,OUT035,2685.5
FDK09,OUT045,3553.5
FDO16,OUT013,1292.25
FDW11,OUT045,940.5
FDU47,OUT027,3774.75
NCQ42,OUT010,216.25
FDK55,OUT027,2943.75
FDN08,OUT049,1968.5
FDT57,OUT045,3588.5
FDJ12,OUT018,3006.25
DRL59,OUT017,791.75
NCN53,OUT046,612.5
FDO51,OUT010,1186.75
FDK56,OUT017,3145.75
FDY12,OUT035,1171.5
FDU15,OUT035,864.5
FDQ19,OUT046,3970.0
DRF15,OUT045,2376.5
DRE25,OUT019,466.25
FDK57,OUT018,1678.25
FDD33,OUT010,1783.5
FDR34,OUT027,5142.75
FDU04,OUT045,1881.5
FDE35,OUT019,748.25
NCD31,OUT035,2656.5
FDJ56,OUT035,1713.5
NCU53,OUT046,2837.0
FDD39,OUT035,3509.5
NCU17,OUT019,45.25
FDJ20,OUT046,1987.75
NCW41,OUT018,2114.25
FDL52,OUT035,732.5
FDS39,OUT035,2425.5
DRJ47,OUT045,2507.5
FDP13,OUT010,1239.5
DRK39,OUT010,547.25
FDF28,OUT010,90.0
FDB09,OUT045,2035.5
FDM51,OUT046,1576.5
DRM49,OUT018,812.25
DRF23,OUT013,2715.25
DRH01,OUT035,2851.5
FDH12,OUT027,3061.75
FDA28,OUT019,79.75
FDW37,OUT018,1148.25
FDF02,OUT046,1655.5
DRL37,OUT046,649.5
NCF43,OUT046,2088.25
FDH08,OUT010,1648.5
FDR34,OUT019,1799.75
NCK19,OUT049,3158.5
NCD55,OUT018,372.25
FDT27,OUT049,3734.0
FDQ57,OUT045,2327.5
FDA47,OUT035,2736.5
DRG15,OUT027,2549.75
FDE05,OUT018,2208.25
FDN46,OUT046,1571.75
FDX27,OUT027,2917.75
FDT51,OUT045,1673.5
FDU33,OUT013,843.25
FDJ16,OUT027,2321.75
FDD20,OUT019,129.75
FDT36,OUT049,544.0
DRF15,OUT027,3857.75
FDN52,OUT010,578.0
FDC22,OUT027,4500.75
FDX15,OUT045,2489.5
FDT13,OUT013,2946.25
FDU04,OUT017,2047.75
FDU31,OUT019,1621.75
FDW59,OUT027,2781.75
NCO29,OUT046,2661.5
FDL15,OUT035,2505.5
FDI41,OUT049,2560.0
FDQ48,OUT049,1769.5
DRI39,OUT013,1088.25
FDI08,OUT013,4214.25
FDC21,OUT049,1956.5
FDF58,OUT035,1157.5
FDS08,OUT010,939.0
FDE47,OUT045,2031.5
NCP18,OUT019,557.75
NCR41,OUT013,1608.25
FDA27,OUT013,4017.25
FDA43,OUT035,3242.5
FDA49,OUT045,1348.5
NCE55,OUT018,2562.25
DRM49,OUT027,2528.75
FDF22,OUT027,4793.75
FDQ15,OUT018,1132.25
NCS54,OUT017,2811.75
NCY05,OUT013,770.25
FDR45,OUT046,3813.75
FDK57,OUT049,2066.5
FDF41,OUT010,1900.5
FDV21,OUT046,2039.75
FDD51,OUT046,701.5
FDF33,OUT046,1941.75
FDA38,OUT046,3674.25
FDR56,OUT045,3143.5
NCN41,OUT017,2061.75
FDC60,OUT027,2892.75
FDB47,OUT045,3269.5
DRH01,OUT013,2786.25
FDW08,OUT046,1630.25
FDF38,OUT027,2163.75
FDY32,OUT017,2841.75
FDG34,OUT049,1849.5
FDG47,OUT019,2135.75
NCF18,OUT035,2987.5
FDL39,OUT019,840.75
NCH55,OUT035,1881.5
DRJ35,OUT049,903.5
FDS44,OUT035,3984.5
DRE01,OUT018,3484.25
FDY39,OUT013,3158.25
FDY32,OUT018,2460.25
FDR33,OUT027,3263.75
NCP50,OUT049,1398.5
FDZ47,OUT018,1436.25
FDU57,OUT049,2576.0
FDY44,OUT013,3348.25
DRH59,OUT018,804.25
FDB03,OUT027,5237.75
FDY46,OUT045,3029.5
FDM39,OUT045,2577.5
FDY36,OUT035,1509.5
NCM55,OUT035,3116.5
FDJ50,OUT010,1058.75
DRL60,OUT013,2372.25
NCJ54,OUT049,3737.5
FDX59,OUT017,725.75
FDI07,OUT013,3383.25
DRF51,OUT010,1312.5
FDM14,OUT017,1809.75
FDP21,OUT045,2919.5
FDE40,OUT035,1280.5
FDE05,OUT035,2642.5
FDM13,OUT027,3561.75
FDC34,OUT027,3957.75
NCI55,OUT018,1472.25
NCE43,OUT018,2404.25
FDW58,OUT018,1402.25
FDG60,OUT045,3575.5
FDV31,OUT017,2965.75
FDR47,OUT013,3171.25
FDM60,OUT019,1286.25
NCF06,OUT018,3652.25
NCN26,OUT027,3353.75
FDQ59,OUT049,1603.0
FDF09,OUT046,639.25
NCS06,OUT017,4193.75
FDT44,OUT046,1808.75
FDI19,OUT017,4097.75
FDT22,OUT017,969.75
NCF54,OUT027,3992.75
DRG25,OUT045,2984.5
FDB59,OUT017,3289.75
FDQ37,OUT017,3323.75
FDP56,OUT035,950.5
FDW44,OUT035,2901.5
FDJ26,OUT010,1487.75
FDU43,OUT018,3596.25
FDW33,OUT045,1538.5
NCX53,OUT027,3688.75
FDN56,OUT010,403.25
DRF15,OUT049,2509.0
FDO33,OUT017,1861.75
FDZ39,OUT010,102.5
NCJ19,OUT017,923.75
FDU01,OUT035,3182.5
FDT12,OUT035,3625.5
NCM18,OUT018,856.25
FDP19,OUT017,2127.75
NCR42,OUT049,697.0
FDN10,OUT046,1830.25
FDG44,OUT017,983.75
FDQ10,OUT046,2770.5
DRH13,OUT049,1766.5
FDT52,OUT013,3821.25
FDM56,OUT045,1653.5
NCO43,OUT010,285.5
NCV29,OUT035,3030.5
NCF06,OUT013,3988.25
FDO50,OUT035,1590.5
FDT59,OUT013,3601.25
FDX40,OUT027,2045.75
FDE50,OUT017,3271.75
FDX51,OUT017,3303.75
NCD30,OUT018,1240.25
FDK15,OUT013,1704.25
FDL12,OUT045,877.5
FDK46,OUT017,4227.75
DRH49,OUT010,630.0
FDQ57,OUT046,2387.25
FDY59,OUT017,1741.75
FDO09,OUT018,3824.25
NCG30,OUT035,2097.5
FDM09,OUT017,2721.75
NCN17,OUT027,3079.75
NCS42,OUT013,1414.25
FDD02,OUT019,24.75
FDE34,OUT013,3042.25
FDU38,OUT045,2930.5
FDB33,OUT046,2605.75
NCJ29,OUT017,1465.75
FDZ27,OUT035,968.5
FDI40,OUT013,1781.25
FDG22,OUT013,684.25
FDT51,OUT017,1847.75
FDF20,OUT018,2894.25
FDV50,OUT035,2057.5
FDT02,OUT049,544.5
DRC49,OUT017,2159.75
FDF26,OUT049,2562.5
FDV52,OUT035,2109.5
FDX59,OUT049,740.5
FDV25,OUT035,3731.5
FDW23,OUT027,2013.75
FDE53,OUT018,1570.25
FDA19,OUT017,2197.75
FDH22,OUT046,1903.0
NCO41,OUT013,1666.25
FDX12,OUT017,3971.75
FDF17,OUT013,3102.25
FDS11,OUT045,3519.5
FDR51,OUT035,2603.5
FDT49,OUT010,330.5
FDC56,OUT013,1995.25
FDR13,OUT027,3427.75
FDQ60,OUT035,2152.5
FDN38,OUT049,4018.5
NCL29,OUT013,2667.25
FDO13,OUT027,4076.75
FDE26,OUT018,2182.25
FDA31,OUT010,814.0
FDX14,OUT035,1319.5
FDA34,OUT045,2684.5
FDF26,OUT013,2531.25
FDE38,OUT045,2738.5
DRI11,OUT046,1868.25
FDQ60,OUT027,3411.75
FDL21,OUT027,2081.75
DRC12,OUT027,4243.75
FDC47,OUT046,3583.75
FDE57,OUT045,2336.5
FDT14,OUT045,1713.5
NCZ53,OUT046,3153.5
FDE28,OUT018,3496.25
FDR19,OUT035,2543.5
NCF54,OUT019,676.75
FDZ08,OUT046,1460.75
NCJ05,OUT018,2150.25
FDF59,OUT046,1991.25
NCO05,OUT035,1807.5
FDW24,OUT018,488.25
NCX42,OUT018,2364.25
NCA53,OUT035,920.5
FDI45,OUT019,1065.75
FDG46,OUT046,1804.5
FDM20,OUT010,1864.25
FDW11,OUT010,948.5
FDX08,OUT035,3057.5
NCK17,OUT035,865.5
FDK32,OUT018,2278.25
NCA42,OUT035,2672.5
DRI01,OUT035,3019.5
NCL55,OUT049,4192.5
DRE25,OUT018,1230.25
FDD14,OUT017,3047.75
FDB10,OUT046,3762.25
DRN11,OUT035,2319.5
FDP38,OUT018,582.25
NCA30,OUT017,3051.75
FDT15,OUT017,2985.75
NCP55,OUT018,670.25
FDF12,OUT035,2471.5
FDM21,OUT018,3680.25
FDX56,OUT035,3506.5
FDF10,OUT017,2407.75
FDT32,OUT045,2916.5
FDM51,OUT018,1338.25
NCR50,OUT018,2234.25
FDI19,OUT049,4063.5
FDX21,OUT017,1839.75
FDR31,OUT035,2587.5
FDY02,OUT013,4261.25
NCA29,OUT045,2619.5
NCX17,OUT046,3592.75
FDM12,OUT045,2887.5
FDI53,OUT027,4119.75
NCU30,OUT049,2950.0
FDC56,OUT027,3407.75
FDK27,OUT018,1774.25
NCK18,OUT017,2803.75
FDB52,OUT019,2134.75
DRG25,OUT027,4529.75
FDZ13,OUT049,1086.0
FDB57,OUT019,1768.75
FDR40,OUT046,1398.0
NCO14,OUT019,1094.25
NCN19,OUT045,2940.5
FDQ28,OUT019,609.75
FDO13,OUT018,2384.25
FDK48,OUT013,1329.25
FDU07,OUT018,2226.25
FDW20,OUT046,1939.25
FDV12,OUT010,256.75
FDH24,OUT013,2477.25
FDV59,OUT049,3574.5
FDK57,OUT045,1887.5
FDL16,OUT027,2061.75
NCQ17,OUT046,2500.5
FDJ15,OUT018,2598.25
FDX24,OUT049,1607.5
FDT47,OUT046,1514.25
FDT10,OUT049,1036.5
FDZ37,OUT018,1316.25
FDW43,OUT027,5092.75
DRN36,OUT017,1637.75
FDJ14,OUT045,1266.5
FDA32,OUT013,3504.25
FDJ38,OUT019,1118.75
FDQ57,OUT017,2481.75
NCQ41,OUT019,1192.75
FDG56,OUT049,1111.5
DRC13,OUT027,3231.75
FDV55,OUT035,2534.5
FDQ49,OUT045,2626.5
FDE29,OUT010,868.0
FDR03,OUT013,3391.25
FDD45,OUT049,1664.0
FDN38,OUT010,2011.75
FDT56,OUT046,922.75
FDT48,OUT045,2986.5
FDU03,OUT049,3036.0
FDC56,OUT010,2.0
NCO43,OUT027,3043.75
FDQ27,OUT017,1847.75
FDR03,OUT046,3358.25
DRH23,OUT010,1211.5
FDG22,OUT045,579.5
NCJ42,OUT013,1706.25
FDR24,OUT046,1530.75
FDW60,OUT035,2922.5
FDJ08,OUT013,3023.25
DRL59,OUT018,430.25
FDG60,OUT010,1688.5
FDW27,OUT017,2569.75
FDX14,OUT018,934.25
FDC20,OUT013,1024.25
NCS29,OUT018,3784.25
FDJ56,OUT046,1563.0
FDB20,OUT019,570.25
FDL28,OUT027,4979.75
FDW01,OUT018,2118.25
FDL03,OUT046,3103.5
FDX22,OUT049,3469.0
FDJ21,OUT035,2450.5
FDR31,OUT045,2404.5
FDG21,OUT035,2744.5
FDS22,OUT027,2218.75
FDK08,OUT035,1862.5
FDE17,OUT018,2298.25
NCN30,OUT017,1695.75
FDT50,OUT046,1421.0
NCX42,OUT049,2683.5
FDJ12,OUT035,3423.5
NCA18,OUT027,3301.75
FDP23,OUT019,1505.75
FDX12,OUT013,3902.25
FDN40,OUT018,2064.25
FDV48,OUT035,1496.5
NCY54,OUT013,2873.25
FDL16,OUT010,1316.25
FDR45,OUT018,3562.25
FDJ52,OUT046,2478.0
DRG01,OUT017,1455.75
FDP52,OUT013,3663.25
FDU58,OUT017,3131.75
FDL02,OUT045,1612.5
FDG28,OUT013,3857.25
